Link,ID,Version,Shipname,Launch,H.,P.,Type,B.M.,Disp.,Guns,Fate,S.B.,Note
ShowShip.php?id=1418,551,1,Euryalus,1803,W,W,5th rate,946,,36,1860,,1826 prison ship. 1859 = Africa
ShowShip.php?id=1021,551,2,Africa,1859,,,,,,,,,Euryalus 1803
ShowShip.php?id=83,552,0,Euryalus,1853,W,S,Frigate,2371,3125,51,1867,163,
ShowShip.php?id=2555,553,0,Euryalus,1877,I,S,Corvette,2690,4070,16,1897,,
ShowShip.php?id=1419,554,0,Eurydice,1843,W,W,6th rate,908,,24,1878,,1861 t.s. 1878.03.24 foundered off Isle of Wight
ShowShip.php?id=20,557,0,Exmouth,1854,W,S,2nd rate,3100,4382,90,1905,164,Converted to screw on stocks. 1877 lent to Metropolitan Asylums Board
ShowShip.php?id=2375,558,0,Experiment,1838,W,P,,220,,2,1848,,Ex-mercantile converted to paddle after purchase. 1847 sold
ShowShip.php?id=2404,559,0,Express,1800,W,W,Schooner,180,,6,1813,,
ShowShip.php?id=1422,560,0,Express,1835,W,W,Packet brig,362,,,1862,,
,561,0,Express,1874,C,S,Gunboat,,455,4,1889,,
ShowShip.php?id=1424,562,0,Fair Rosamond,1830,W,W,Vessel,,,,1845,,
ShowShip.php?id=2340,563,0,Fairy,1826,W,W,Brig-sloop,233,,10,1840,,1832 survey vessel. 1840.11.13 wrecked on Sussex coast (63 died)
ShowShip.php?id=1425,564,0,Fairy,1845,I,S,Yacht,312,,,1868,165,
,565,0,Falcon,1820,W,W,Brig-sloop,237,,10,1838,,
ShowShip.php?id=154,566,0,Falcon,1854,W,S,Sloop,748,1139,17,1869,166,
,567,1,Falmouth,1807,W,W,Schooner,160,,,1883,,1808 dockyard service. 1824 = mortar vessel. 1846 = lighter YC.1. 1870 = YC.46. 1870.11 = Falmouth
,567,2,Falmouth,1870,,,,,,,,,Falmouth 1807
ShowShip.php?id=1430,570,0,Fancy,1855,W,S,Gunboat,232,,3,1905,167,1876 hulk
ShowShip.php?id=1431,571,0,Fanny,1831,W,W,Cutter yacht,136,,,1863,,Laid down (and launched?) as Admiralty
ShowShip.php?id=1432,572,0,Fantome,1839,W,W,Brig-sloop,483,,16,1864,,
ShowShip.php?id=1433,573,0,Fantome,1873,C,S,Sloop,727,940,4,1889,,
,575,0,Favorite,1864,W,S,Central battery ironclad corvette,2094,3232,10,1886,168,Laid down as wooden screw sloop
ShowShip.php?id=1436,576,1,Favourite,1829,W,W,Sloop,434,,18,1905,,1836 = Favorite. 1859 c.h. 18?? = C.3. 18?? = C.77
ShowShip.php?id=1434,576,2,Favorite,1836,,,,,,,,,Favourite 1829
ShowShip.php?id=2405,577,0,Fawn,1807,W,W,Sloop,424,,18,1818,,
ShowShip.php?id=2342,578,0,Fawn,1840,W,W,Brigantine,169,,6,18??,,
ShowShip.php?id=155,579,0,Fawn,1856,W,S,Sloop,751,1045,17,1884,169,
ShowShip.php?id=1437,580,0,Fearless,1837,W,P,Survey vessel,165,,,1875,170,
,581,0,Fenella,1856,W,S,Gunboat,233,,2,1878,171,1867 steam-dredger
ShowShip.php?id=2406,582,0,Ferret,1821,W,W,Brig-sloop,237,,10,1837,,
ShowShip.php?id=1439,583,0,Ferret,1840,W,W,Brig,358,,8,1869,,1869.03.29 wrecked off Dover pier
,584,0,Fervent,1804,W,W,Gun-brig,179,,12,1879,,1816 mooring lighter
ShowShip.php?id=1441,585,0,Fervent,1856,W,S,Gunboat,232,,4,1879,172,
,586,0,Fidget,1856,W,S,Gunboat,212,,2,1863,,
,587,0,Fidget,1872,I,S,Gunboat,,254,1,1905,173,1905 hulk
ShowShip.php?id=1444,588,1,Firebrand,1831,W,P,Gunvessel,495,510,6,1876,45,1842 = Black Eagle admiralty yacht 540 bm 715 disp
ShowShip.php?id=1130,588,2,Black Eagle,1842,,,,,,,,,Firebrand 1831
ShowShip.php?id=1445,589,0,Firebrand,1842,W,P,2nd class frigate,1190,1960,4,1864,174,Laid down as Belzebub
ShowShip.php?id=2407,590,0,Firefly,1828,W,W,Schooner,,,6,1835,,1835.02.27 wrecked on coast of British Honduras
ShowShip.php?id=1447,591,0,Firefly,1832,W,P,Gunvessel,550,677,5,1866,175,1858 survey vessel
,592,0,Firefly,1868,,,Tug,,,,1908,176,
ShowShip.php?id=1448,593,0,Firequeen,1847,I,P,Tender,313,,,1883,,
,594,0,Firm,1855,W,W,Mortar vessel,117,,1,1858,,1855 = MV.11
ShowShip.php?id=1450,595,0,Firm,1856,W,S,Gunboat,232,,4,1872,177,
ShowShip.php?id=1451,596,0,Fisgard,1819,W,W,5th rate,1068,,46,1879,,
ShowShip.php?id=1457,602,0,Flamer,1804,W,W,Gun-brig,178,,12,1858,,1815 h.s. 1841 Coastguard
ShowShip.php?id=1458,603,0,Flamer,1831,W,P,Gunvessel,495,510,6,1850,,1850.11.22 wrecked off West Africa
,604,0,Flamer,1855,W,W,Mortar vessel,117,,1,1901,,1856 = MV.10. 1866 = YC.5
ShowShip.php?id=1460,605,0,Flamer,1856,W,S,Gunboat,232,,4,1874,178,1867 hulk. Blown ashore in typhoon
,606,0,Flirt,1856,W,S,Gunboat,212,,2,1864,,
,607,0,Flirt,1867,C,S,Gunvessel,464,603,4,1888,179,
ShowShip.php?id=1463,608,0,Flora,1844,W,W,5th rate,1634,,36,1891,,1851 h.s.
ShowShip.php?id=1464,609,0,Fly,1831,W,W,Sloop,485,,18,1903,,1855 c.h. 18?? = C.2. 18?? = C.70
,610,0,Fly,1856,W,S,Gunboat,232,,4,1862,,
,611,0,Fly,1867,C,S,Gunvessel,464,603,4,1887,180,
ShowShip.php?id=1467,612,0,Flying Fish,1844,W,W,Brig,445,,12,1852,,
ShowShip.php?id=1468,613,0,Flying Fish,1855,W,S,Gunvessel,871,,6,1866,181,
ShowShip.php?id=1469,614,0,Flying Fish,1873,C,S,Sloop,,940,4,1888,,Laid down as Daring. 1880 survey ship.
,615,0,Foam,1856,W,S,Gunboat,232,,4,1867,182,
,616,0,Foam,1871,C,S,Gunboat,,430,4,1887,183,
ShowShip.php?id=2343,617,0,Forester,1832,W,W,Brigantine,229,,3,1843,,
ShowShip.php?id=1472,618,0,Forester,1856,W,S,Gunboat,232,,4,1871,184,1868 = YC.7. Wrecked in typhoon
ShowShip.php?id=1473,619,0,Formidable,1825,W,W,2nd rate,2289,3594,84,1906,,1869 t.s.
ShowShip.php?id=2502,620,0,Forte,1814,W,W,5th rate,1155,,38,1844,,
ShowShip.php?id=84,621,0,Forte,1858,W,S,Frigate,2364,3456,51,1905,185,1880 r.s. 1894 c.h. 1905.11.23 burnt by accident at Sheerness
ShowShip.php?id=190,623,1,Forth,1833,W,W,5th rate,1215,1792,44,1883,,1856 mortar frigate 2 mortars. 1869 = Jupiter c.h.
ShowShip.php?id=1653,623,2,Jupiter,1869,,,,,,,,,Forth 1833
ShowShip.php?id=2408,625,0,Fortunée,1800,W,W,5th rate,921,,36,1818,,
ShowShip.php?id=1476,626,0,Forward,1855,W,S,Gunboat,232,,4,1869,186,1869 sold Esquimalt for mercentile service
ShowShip.php?id=1477,627,0,Foudroyant,1798,W,W,2nd rate,2062,,80,1897,,1820 guardship. 1862 t.s. 1897.06.16 wrecked near Blackpool
ShowShip.php?id=191,629,0,Fox,1829,W,W,5th rate,1080,,46,1882,,1856 screw transport. 1862 storeship.
ShowShip.php?id=1479,630,0,Foxhound,1856,W,S,Gunvessel,681,,4,1866,187,
ShowShip.php?id=21,631,1,Frederick William,1860,W,S,1st rate,3241,4725,86,1953,,Laid down as Royal Frederick. 1876 = Worchester t.s. 1948.08.30 foundered in the Thames. 1953 raised and broken up
ShowShip.php?id=2314,631,2,Worcester,1876,,,,,,,,,Frederick William 1860
ShowShip.php?id=1480,632,0,Frolic,1842,W,W,Sloop,511,,16,1864,,
ShowShip.php?id=1481,633,0,Frolic,1872,C,S,Gunvessel,462,610,4,1908,188,1888 drillship. 1893 = WV.30 Coastguard. 1897 = WV.41
ShowShip.php?id=1482,634,0,Furious,1850,W,P,2nd class frigate,1287,,14,1884,189,1867 c.h.
,635,0,Fury,0,,,,,,,,,See Dreadnaught 1875
ShowShip.php?id=2409,636,0,Fury,1814,W,W,Bomb,377,,14,1825,,1824 artic discovery vessel. 1825.08.01 lost in ice Regent Inlet
ShowShip.php?id=2503,637,0,Fury,1834,W,P,vessel,166,,0,1843,,1834.07.31 purchased in Bermuda
ShowShip.php?id=1483,638,0,Fury,1845,W,P,1st class sloop,1124,,6,1864,,
,639,0,Gadfly,1856,W,S,Gunboat,212,,2,1864,,
ShowShip.php?id=2486,640,0,Galatea,1810,W,W,5th rate,947,,36,1849,,
ShowShip.php?id=85,641,0,Galatea,1859,W,S,Frigate,3227,4686,26,1883,190,
ShowShip.php?id=1486,642,1,Ganges,1821,W,W,2nd rate,2248,3594,84,1929,,1865 t.s. 1906 = Tenedos III. 1910 = Indus V. 1922 = Impregnable III
ShowShip.php?id=2165,642,2,Tenedos III,1906,,,,,,,,,Ganges 1821
ShowShip.php?id=1616,642,3,Indus V,1910,,,,,,,,,Ganges 1821
ShowShip.php?id=1603,642,4,Impregnable III,1922,,,,,,,,,Ganges 1821
ShowShip.php?id=2475,647,0,Gannet,1814,W,W,Brig-sloop,386,,18,1838,,
ShowShip.php?id=156,648,0,Gannet,1857,W,S,Sloop,579,890,11,1877,191,
ShowShip.php?id=1491,649,0,Garland,1846,W,P,Packet,295,,,1855,,
,650,0,Garland,1856,W,S,Gunboat,212,,2,1864,,
,651,0,Garnet,1856,W,S,Gunboat,233,,2,1864,,
,652,0,Garnet,1877,C,P,Corvette,1864,2120,12,1904,,
ShowShip.php?id=1494,653,0,Geyser,1841,W,P,1st class sloop,1055,1379,6,1866,192,
ShowShip.php?id=51,654,1,Gibraltar,1860,W,S,2nd rate,3716,5724,101,1899,206,1872 t.s. 1889 = Grampian
ShowShip.php?id=1511,654,2,Grampian,1889,,,,,,,,206,Gibraltar 1860
ShowShip.php?id=1495,655,0,Gladiator,1844,W,P,2nd class frigate,1190,1960,6,1879,193,
ShowShip.php?id=86,656,0,Glasgow,1861,W,S,Frigate,3027,4020,51,1884,194,
ShowShip.php?id=1496,657,0,Glatton,1855,W,S,Floating battery,1535,,14,1864,195,
,658,0,Glatton,1871,I,S,Breastwork monitor,,4910,4,1903,196,
ShowShip.php?id=1498,659,0,Gleaner,1837,W,P,Gunvessel,371,,3,1849,,
ShowShip.php?id=1499,660,0,Gleaner,1854,W,S,Gunboat,216,,4,1868,197,
ShowShip.php?id=1500,661,0,Gloucester,1812,W,W,3rd rate,1770,,74,1884,,1832 40 gun 4th rate. 1861 h.s.
,662,0,Gnat,1856,W,S,Gunboat,212,,2,1864,198,
,663,0,Gnat,1867,C,S,Gunvessel,464,,4,1868,199,1868.11.15 wrecked on Balabac Island China Sea
ShowShip.php?id=2410,664,0,Goldfinch,1808,W,W,Brig-sloop,237,,10,1838,,
ShowShip.php?id=1503,665,0,Goldfinch,1856,W,S,Gunboat,232,,4,1869,200,
ShowShip.php?id=22,666,0,Goliath,1842,W,W,2nd rate,2596,,80,1875,201,1857 screw. 1870 t.s. 1875.12.22 burnt by accident
ShowShip.php?id=1506,667,0,Gorgon,1837,W,P,Frigate,1111,1610,6,1864,,
,668,0,Gorgon,1871,I,S,Coast defence monitor,,3560,4,1903,203,
ShowShip.php?id=1508,669,0,Goshawk,1856,W,S,Gunboat,232,,4,1869,204,
,670,0,Goshawk,1872,C,S,Gunboat,,430,4,1906,205,1902 hulk
ShowShip.php?id=1510,671,0,Gossamer,1821,W,W,Tender,48,,,1861,,Purchased on stocks
ShowShip.php?id=1513,674,0,Grappler,1845,I,P,Vessel,557,,3,1850,,
,675,0,Grappler,1855,W,W,Mortar vessel,161,,1,1896,,1855.10 = MV.18. 1866 hulk
ShowShip.php?id=1515,676,0,Grappler,1856,W,S,Gunboat,232,,4,1885,207,1868 sold and converted to tug 1885 burnt
ShowShip.php?id=1516,677,0,Grasshopper,1855,W,S,Gunboat,232,,4,1871,208,
ShowShip.php?id=1517,678,0,Grecian,1838,W,W,Brig-sloop,484,,16,1865,,
,679,0,Greenock,1849,I,S,Frigate,1413,2065,10,1852,,Laid down as Pegasus. Sold for commercial use
ShowShip.php?id=2411,680,0,Greyhound,1783,W,W,5th rate,682,,32,1808,,1808.10.04 wrecked in the Philippines
ShowShip.php?id=157,681,0,Greyhound,1859,W,S,Sloop (1862: Corvette),880,1260,17,1906,209,1869 h.s.
ShowShip.php?id=1520,683,1,Griffon,1832,W,W,Brig-sloop,,,10,1869,,1854 h.s. 1857 c.h. 1858 = Griffin
ShowShip.php?id=1519,683,2,Griffin,1858,,,,,,,,,Griffon 1832
ShowShip.php?id=1521,684,0,Griffon,1860,W,S,Gunvessel,425,570,5,1866,210,1866.10 stranded after collision with Pandora off Little Popo west Africa
ShowShip.php?id=1523,685,0,Grinder,1855,W,S,Gunboat,232,,3,1864,211,
,686,0,Grinder,1868,W,P,Tug,332,505,0,1919,,
ShowShip.php?id=1524,687,0,Griper,1813,W,W,Gun-brig,182,,,1868,,1824 Artic discovery sloop 2 guns. 1836 Coastguard. 1856 target
ShowShip.php?id=1525,688,0,Griper,1855,W,S,Gunboat,232,,4,1869,212,
ShowShip.php?id=1526,689,0,Growler,1841,W,P,1st class sloop,1054,1379,6,1854,,
,690,0,Growler,1855,W,W,Mortar vessel,117,,1,1863,,1855.10 = MV.4
ShowShip.php?id=1528,691,0,Growler,1856,W,S,Gunboat,232,,4,1864,213,
ShowShip.php?id=1529,692,0,Growler,1868,C,S,Gunvessel,,584,4,1887,214,
,693,0,Gulnare,1855,,,Survey cutter,31,,,1863,,
ShowShip.php?id=1531,694,0,Hamadryad,1823,W,W,5th rate,1082,,46,1905,,1866 lend as seamans hospital
,695,0,Handy,1856,W,S,Gunboat,233,,2,1868,215,
ShowShip.php?id=23,697,0,Hannibal,1854,W,S,2nd rate,3136,4735,91,1904,216,1874 hulk
,698,0,Happy Ladd,1855,,,Gunboat,,,,1856,,Sold to Turkish navy
,699,0,Hardy,1855,W,W,Mortar vessel,117,,1,1858,,1855.10 = MV.12
ShowShip.php?id=1536,700,0,Hardy,1856,W,S,Gunboat,232,,4,1869,217,
ShowShip.php?id=2493,701,0,Harlequin,1813,W,W,Brig-sloop,385,,18,1829,,
ShowShip.php?id=1537,702,0,Harlequin,1836,W,W,Brig-sloop,433,,16,1889,,1860 coal hulk
ShowShip.php?id=2413,703,0,Harpy,1816,W,W,Revenue cutter,,,,,,
ShowShip.php?id=1538,704,0,Harpy,1825,W,W,Brig-sloop,232,,10,1841,,
ShowShip.php?id=1539,705,0,Harpy,1845,I,P,Gunboat,344,505,3,1909,218,1892 target
ShowShip.php?id=2414,706,0,Harrier,1804,W,W,Brig-sloop,383,,18,1809,,1809.03 foundered in Indian Ocean 
,707,0,Harrier,1831,W,W,Sloop,486,,18,1840,,
ShowShip.php?id=158,708,0,Harrier,1854,W,S,Sloop,747,1047,17,1866,219,
,709,0,Hart,1868,C,S,Gunvessel,464,584,4,1888,220,
ShowShip.php?id=63,710,0,Hastings,1819,W,W,3rd rate,1763,,74,1886,,Purchased ex-Indiaman. 1855 screw blockship 60 guns. 1870 coal hulk
,711,0,Hasty,1812,W,W,Gun-brig,182,,12,1870,,1819 survey vessel. 1827 mud-engine
ShowShip.php?id=1543,712,0,Hasty,1856,W,S,Gunboat,232,,,1865,221,
,713,0,Hasty,1867,I,P,Tug,120,136,0,1885,222,
ShowShip.php?id=1544,714,0,Haughty,1856,W,S,Gunboat,232,,4,1867,223,
ShowShip.php?id=1545,715,0,Havannah,1811,W,W,5th rate,949,,36,1905,,1860 lent as t.s.
ShowShip.php?id=1546,716,0,Havock,1805,W,W,Gun-brig,184,,12,1859,,1821 light vessel. 1843 watch vessel
,717,0,Havock,1855,W,W,Mortar vessel,120,,1,1874,,1855.10 = MV.5. 18?? = WV.27 Customs
ShowShip.php?id=1548,718,0,Havock,1856,W,S,Gunboat,232,,4,1871,224,
,719,1,Hawk,1869,,S,Coastguard vessel,372,416,,1922,,1888 = Amelia. 1905 = Colleen. 1916 = Colleen (old). 1918 = Emerald. 1918 = Cuckoo
,719,2,Amelia,1888,,,,,,,,,Hawk 1869
,719,3,Colleen,1905,,,,,,,,,Hawk 1869
,719,4,Colleen (old),1916,,,,,,,,,Hawk 1869
,719,5,Emerald,1918,,,,,,,,,Hawk 1869
,719,6,Cuckoo,1918,,,,,,,,,Hawk 1869
ShowShip.php?id=64,720,0,Hawke,1820,W,W,3rd rate,1754,,74,1865,,1855 screw blockship 60 guns
ShowShip.php?id=1550,721,0,Hazard,1837,W,W,Sloop,431,,18,1866,,
,722,0,Hearty,1855,W,P,Tug,221,346,0,1876,225,
ShowShip.php?id=1552,723,0,Hebe,1826,W,W,5th rate,1078,,46,1873,,1839 r.s. 1861 hulk
ShowShip.php?id=1553,724,0,Hecate,1839,W,P,2nd class sloop,817,1096,4,1865,,
,725,0,Hecate,1871,I,S,Coast defence monitor,,3480,4,1903,,
ShowShip.php?id=2415,726,0,Hecla,1815,W,W,Bomb,375,,10,1831,,1819 artic discovery vessel
ShowShip.php?id=1555,727,0,Hecla,1839,W,P,2nd class sloop,817,1096,4,1863,,
ShowShip.php?id=1556,728,1,Hecla,1855,I,S,Storeship,700,,,1866,,Transferred from Treasury Dept. 1855.06 = Wye
ShowShip.php?id=2317,728,2,Wye,1855,,,,,,,,,Hecla 1855
ShowShip.php?id=2549,729,0,Hecla,1878,I,S,Torpedo depot ship,,6400,6,1926,,
ShowShip.php?id=1557,730,0,Hector,1862,I,S,Broadside ironclad frigate,,6710,18,1905,226,1900 part of Vernon torpedo school
ShowShip.php?id=1558,731,0,Helena,1843,W,W,Brig-sloop,549,,16,1921,,1861 c.h. 1863 police hulk. 1868 church ship. 1883 police hulk
ShowShip.php?id=1559,732,1,Helicon,1865,W,P,Dispatch vessel,837,1000,2,1905,227,1888 = Enchantress
ShowShip.php?id=1402,732,2,Enchantress,1888,,,,,,,,,Helicon 1865
ShowShip.php?id=1561,734,0,Hercules,1815,W,W,3rd rate,1750,,74,1865,,1853 h.s.
ShowShip.php?id=1562,735,1,Hercules,1868,I,S,Central battery ironclad,,8700,14,1932,,1881 to Coastguard. 1905 accommodation ship. 1909 = Calcutta. 1915 = Fisgard II
ShowShip.php?id=1187,735,2,Calcutta,1909,,,,,,,,,Hercules 1868
ShowShip.php?id=1454,735,3,Fisgard II,1915,,,,,,,,,Hercules 1868
ShowShip.php?id=1564,737,0,Hermes,1835,W,P,Sloop,716,789,2,1864,228,1842 rebuilt as 830 bm
ShowShip.php?id=1566,739,1,Hero,1816,W,W,3rd rate,1756,,74,1908,,1816.12 = Wellington. 1862 = Akbar t.s.
ShowShip.php?id=2293,739,2,Wellington,1816,,,,,,,,,Hero 1816
ShowShip.php?id=1031,739,3,Akbar,1862,,,,,,,,,Hero 1816
ShowShip.php?id=52,740,0,Hero,1858,W,S,2nd rate,3148,4765,91,1871,229,
ShowShip.php?id=2564,741,0,Hero,1885,S,S,Turret ram,,6440,6,1908,,1908.02.12 sunk as target off Kentish Knock raised and broken up
ShowShip.php?id=1567,742,0,Heroine,1841,W,W,Packet brig,359,,8,1878,,1865 h.s.
ShowShip.php?id=1568,743,0,Heron,1847,W,W,Brig,482,,16,1859,,1859.05.09 foundered between Ascension +ACY-amp+ADs- Sierra Leone
ShowShip.php?id=1569,744,0,Heron,1860,W,S,Gunboat,232,330,2,1881,230,
ShowShip.php?id=1570,745,0,Herring,1856,W,S,Gunboat,232,,4,1865,231,
ShowShip.php?id=2533,746,0,Hesper,1855,I,S,Storeship,808,,4,1868,,
ShowShip.php?id=1571,747,0,Hibernia,1804,W,W,1st rate,2530,,110,1902,,1855 base ship
ShowShip.php?id=116,749,0,Highflyer,1851,W,S,Corvette (1852: Frigate),1153,1902,21,1871,232,1852 reclassed corvette
,750,0,Highlander,1856,W,S,Gunboat,232,,,1884,233,1868 = YC.51 steam-dredger
ShowShip.php?id=1574,751,0,Himalaya,1854,I,S,Troopship,3438,4690,,1940,234,1853.05.24 launched. Purchased from P&O. 1895 = C60 c.h. 1920 sold. 1940 sunk in air attack.
ShowShip.php?id=1575,752,0,Hind,1855,W,S,Gunboat,232,,3,1872,235,
,753,1,Hindostan,1804,W,W,4th rate,1249,,54,1855,,
,753,2,Dolphin,1819,,,,,,,,,Hindostan 1804
ShowShip.php?id=1654,753,3,Justitia,1830,,,,,,,,,Hindostan 1804
ShowShip.php?id=1577,754,1,Hindostan,1841,W,W,2nd rate,2029,3242,80,1921,,1868 t.s. 1905 = Fisgard III. 1920 = Hindostan
,754,2,Fisgard III,1905,,,,,,,,,Hindostan 1841
,754,3,Hindostan,1920,,,,,,,,,Hindostan 1841
ShowShip.php?id=65,756,0,Hogue,1811,W,W,3rd rate,1750,,74,1865,236,1849 screw blockship 60 guns
ShowShip.php?id=24,757,0,Hood,1859,W,S,2nd rate,3308,,91,1888,237,1872 h.s.
ShowShip.php?id=2344,758,0,Hope,1824,W,W,Packet brig,231,,3,1882,,1846 Lazarette
ShowShip.php?id=192,759,0,Horatio,1807,W,W,5th rate,1090,,38,1865,238,1849 screw frigate blockship. 1855 mortar frigate 2 mortars
ShowShip.php?id=2345,760,0,Hornet,1831,W,W,Packet brigantine,181,,6,1845,,
ShowShip.php?id=159,761,0,Hornet,1854,W,S,Sloop,753,1045,17,1868,239,
,762,0,Hornet,1868,C,S,Gunvessel,465,603,4,1889,240,
ShowShip.php?id=1580,763,1,Hotspur,1828,W,W,5th rate,1171,,46,1902,,1868 = Monmouth
ShowShip.php?id=1786,763,2,Monmouth,1868,,,,,,,,,Hotspur 1828
,764,0,Hotspur,1870,I,S,Ironclad ram,,4331,3,1904,241,
ShowShip.php?id=1582,765,0,Hound,1846,W,W,Brig,358,,8,1887,,1872 breakwater
ShowShip.php?id=1584,766,1,Howe,1805,W,W,Storeship,1048,,20,1864,,
ShowShip.php?id=1367,766,2,Dromedary,1806,,,,,,,,,Howe 1805
ShowShip.php?id=1585,767,0,Howe,1815,W,W,1st rate,2619,,120,1854,,
ShowShip.php?id=8,768,1,Howe,1860,W,S,1st rate,4245,6959,121,1921,248,1885 = Bulwark h.s.1886 = Impregnable. 1919 = Bulwark.
ShowShip.php?id=1179,768,2,Bulwark,1885,,,,,,,,,Howe 1860
ShowShip.php?id=1600,768,3,Impregnable,1886,,,,,,,,,Howe 1860
ShowShip.php?id=1180,768,4,Bulwark,1919,,,,,,,,,Howe 1860
,769,0,Howe,1885,I,S,Barbette ironclad,,10300,10,1910,,1892.11.02 wrecked off Ferrol+ADs- 1893 salvaged
,770,0,Hunter,1856,W,S,Gunboat,233,,2,1884,242,
ShowShip.php?id=1587,771,0,Hussar,1807,W,W,5th rate,1077,,38,1861,,1833 h.s. 1861 target
ShowShip.php?id=1588,772,0,Hyacinth,1829,W,W,Sloop,435,,18,1871,,1860 c.h.
ShowShip.php?id=1589,773,0,Hyaena,1856,W,S,Gunboat,232,,4,1870,245,
,774,0,Hyaena,1873,I,S,Gunboat,,254,1,1906,,
ShowShip.php?id=1591,775,0,Hydra,1838,W,P,2nd class sloop,817,1096,4,1870,243,
,776,0,Hydra,1871,I,S,Coast defence monitor,,3480,4,1903,244,
ShowShip.php?id=2483,777,0,Hyperion,1807,W,W,5th rate,978,,32,1833,,
ShowShip.php?id=1593,778,0,Icarus,1814,W,W,Brig-sloop,234,,18,1861,,
ShowShip.php?id=160,779,0,Icarus,1858,W,S,Sloop,580,868,11,1875,246,
ShowShip.php?id=1594,780,0,Illustrious,1803,W,W,3rd rate,1746,,74,1868,,1854 gunnery ship
ShowShip.php?id=1595,781,0,Imaum,1836,W,W,3rd rate,1776,,76,1863,,
ShowShip.php?id=87,782,0,Immortalité,1859,W,S,Frigate,3058,3058,51,1883,,
ShowShip.php?id=2416,783,0,Imogene,1831,W,W,6th rate,660,,28,1840,,1840.09.19 burnt by accident at Plymouth
,784,1,Imogene,1864,,,Coastguard vessel,,300,2,1903,,1884 = Argus
,784,2,Argus,1884,,,,,,,,,Imogene 1864
ShowShip.php?id=1598,785,0,Implacable,1805,W,W,3rd rate,1882,,74,1949,,1805.11.03 captured Duguay-Trouin (French). 1855 t.s. 1912 te be preserved. 1949.12.02 scuttled off the Owers
ShowShip.php?id=1599,786,1,Impregnable,1810,W,W,2nd rate,2406,,98,1906,,1862 training ship. 88.11.09 = Kent. 91.09.22 = Caledonia
ShowShip.php?id=1657,786,2,Kent,1888,,,,,,,,,Impregnable 1810
ShowShip.php?id=1190,786,3,Caledonia,1891,,,,,,,,,Impregnable 1810
ShowShip.php?id=2519,793,1,Impérieuse,1793,W,W,5th rate,1040,,40,1858,,1793.10.11 captured from the French. 1803.09.03 = Unité. 1832 h.s.
ShowShip.php?id=2520,793,2,Unité,1803,,,,,,,,,Impérieuse 1793
ShowShip.php?id=70,794,0,Impérieuse,1852,W,S,Frigate,2358,3345,51,1867,247,Converted to screw on stocks
ShowShip.php?id=1606,796,0,Inconstant,1836,W,W,5th rate,1422,,36,1862,,
ShowShip.php?id=1607,797,1,Inconstant,1868,I,S,Unarmoured frigate,,5780,16,1956,249,Also ships book ADM 136/49. 1898 h.s. 1907 = Impregnable III. 1922 = Defiance IV. 1930 = Defiance II
ShowShip.php?id=1601,797,2,Impregnable III,1907,,,,,,,,,Inconstant 1868
ShowShip.php?id=1336,797,3,Defiance IV,1922,,,,,,,,,Inconstant 1868
ShowShip.php?id=1334,797,4,Defiance II,1930,,,,,,,,,Inconstant 1868
ShowShip.php?id=1608,798,0,Indefatigable,1848,W,W,4th rate,2044,2626,50,1914,,1865 t.s.
ShowShip.php?id=2417,799,0,Indian,1804,W,W,Sloop,400,,18,1817,,
,800,0,Indian,1855,,,Survey schooner,,,,1856,,
ShowShip.php?id=1610,801,1,Indus,1812,W,W,3rd rate,1756,,74,1868,,1818 = Bellona. 1840 h.s.
ShowShip.php?id=1121,801,2,Bellona,1818,,,,,,,,,Indus 1812
ShowShip.php?id=1611,802,0,Indus,1839,W,W,2nd rate,,2653,80,1898,,1860 guardship
ShowShip.php?id=1617,809,0,Industry,1814,W,W,Transport,318,,4,1846,,1820 h.s.
ShowShip.php?id=1618,810,0,Industry,1854,I,S,Storeship,638,1100,,1911,250,1901 boom defence vessel
ShowShip.php?id=1619,811,1,Infernal,1843,W,P,1st class sloop,1054,1379,6,1864,,1844 = Eclair. 1846 = Rosamond. 1863 floating factory
ShowShip.php?id=1381,811,2,Eclair,1844,,,,,,,,,Infernal 1843
ShowShip.php?id=2001,811,3,Rosamond,1846,,,,,,,,,Infernal 1843
ShowShip.php?id=1620,812,0,Inflexible,1845,W,P,1st class sloop,1124,,6,1864,,
ShowShip.php?id=1621,813,0,Insolent,1856,W,S,Gunboat,232,,4,1869,251,
ShowShip.php?id=1622,814,0,Intrepid,1850,W,S,Discovery sloop,,,,1854,,
ShowShip.php?id=1623,815,0,Intrepid,1855,W,S,Gunvessel,862,,6,1864,252,
ShowShip.php?id=1624,816,0,Investigator,1811,W,W,Survey brig,121,,16,1857,,1837 police ship
ShowShip.php?id=1625,817,0,Investigator,1848,W,W,Discovery vessel,480,,,1853,,Abandoned in the Artic
ShowShip.php?id=1626,818,0,Investigator,1861,W,P,Survey vessel,149,,,1869,253,
ShowShip.php?id=1627,819,0,Invincible,1808,W,W,3rd rate,1674,,74,1861,,1857 c.h.
ShowShip.php?id=1629,820,1,Invincible,1869,I,S,Central battery ironclad,3774,6010,14,1914,,1904 = Erebus t.s. 1906 = Fisgard II. 1914.09.17 foundered off Portland
ShowShip.php?id=1408,820,2,Erebus,1904,,,,,,,,,Invincible 1869
ShowShip.php?id=1453,820,3,Fisgard II,1906,,,,,,,,,Invincible 1869
